Name,Country,Sales,Profit,Assets,Market Value
Haidilao International Holding,China,5800000000.0,635400000.0,3500000000.0,14200000000.0
Oshkosh,United States,9900000000.0,688900000.0,9500000000.0,7600000000.0
Luzerner Kantonalbank,Switzerland,1400000000.0,314900000.0,65599999999.99999,3800000000.0
Akamai Technologies,United States,3900000000.0,625900000.0,9900000000.0,14500000000.0
Qingdao Rural Commercial Bank,China,2700000000.0,351900000.0,65599999999.99999,2200000000.0
South State,United States,2300000000.0,469400000.0,45100000000.0,6200000000.0
HubSpot,United States,2300000000.0,-132100000.0,3200000000.0,31400000000.0
Domino's Pizza,United States,4500000000.0,540200000.0,1700000000.0,17900000000.0
Nitto Denko,Japan,6300000000.0,710100000.0,8300000000.000001,11100000000.0
Carlyle Group,United States,3100000000.0,-643500000.0,20900000000.0,15500000000.0
WT Microelectronics,Taiwan,21200000000.0,146600000.0,9200000000.0,4200000000.0
Zenith Bank,Nigeria,2800000000.0,981400000.0,18600000000.0,690000000.0
CP Axtra,Thailand,14000000000.0,254200000.0,14700000000.0,8900000000.0
General Insurance Corporation Of India,India,5700000000.0,827500000.0,20900000000.0,7200000000.0
EMS-Chemie Holding,Switzerland,2400000000.0,509200000.0,2600000000.0,19700000000.0
F.N.B.,United States,2400000000.0,459700000.0,45900000000.0,5100000000.0
Nitori Holdings,Japan,6200000000.0,598400000.0,8199999999.999999,13400000000.0
Bank of Lanzhou,China,2800000000.0,260600000.00000003,64000000000.0,2100000000.0
"LG Innotek Co.,",South Korea,15600000000.0,470000000.0,8100000000.0,4200000000.0
Drax Group plc,United Kingdom,9700000000.0,698800000.0,7700000000.0,2800000000.0
AVIC Capital,China,2700000000.0,-32100000.0,62800000000.0,3700000000.0
Jointown Pharmaceutical Group,China,20700000000.0,299900000.0,13500000000.0,4300000000.0
Yes Bank,India,4000000000.0,155200000.0,48700000000.0,8300000000.000001
Yunnan Copper Co. Ltd.,China,20600000000.0,216400000.0,6700000000.0,4000000000.0
Basler Kantonalbank,Switzerland,1600000000.0,188500000.0,62600000000.0,370000000.0
Axis Capital Holdings,Bermuda,5700000000.0,591600000.0,29700000000.0,6100000000.0
Bausch Health Companies,Canada,9000000000.0,-453400000.0,26900000000.0,2500000000.0
Nova Ljubljanska Banka,Slovenia,1600000000.0,618700000.0,28100000000.0,2500000000.0
Zhongliang Holdings ,China,9400000000.0,-585700000.0,25500000000.0,131000000.0
Pentair,United Kingdom,4099999999.9999995,626300000.0,6700000000.0,13900000000.0
CapitaMall Trust,Singapore,1200000000.0,642200000.0,18800000000.0,9900000000.0
Samsung SDS,South Korea,9900000000.0,531799999.99999994,9300000000.0,9000000000.0
FIBI Holdings,Israel,3000000000.0,283900000.0,61500000000.0,1500000000.0
Mondi,United Kingdom,7900000000.0,652700000.0,11000000000.0,8900000000.0
RiseSun Real Estate Development,China,8700000000.0,150300000.0,27400000000.0,1200000000.0
"Iyogin Holdings,Inc.",Japan,1300000000.0,272900000.0,61200000000.0,2600000000.0
Bank of Xi'an,China,2300000000.0,346800000.0,61000000000.0,2300000000.0
JB Financial Group,South Korea,3000000000.0,434500000.0,47800000000.0,1900000000.0
Mid-america Apartment Communities,United States,2200000000.0,560400000.0,11500000000.0,16100000000.000002
Burlington Stores,United States,9700000000.0,339600000.0,7700000000.0,12300000000.0
Alfresa Holdings,Japan,19800000000.0,204400000.0,9600000000.0,2500000000.0
Pinterest,United States,3200000000.0,148200000.0,3700000000.0,29000000000.0
Rollins,United States,3200000000.0,441100000.0,2700000000.0,22300000000.0
Goneo GroupClass A,China,2200000000.0,566600000.0,2900000000.0,15500000000.0
Südzucker,Germany,11100000000.0,602000000.0,11400000000.0,3100000000.0
Adris grupa d.d. Pref.,Croatia,8300000000.000001,445800000.0,23600000000.0,1000000000.0
Mobileye Global,Israel,1900000000.0,-166000000.0,15300000000.0,23000000000.0
E-L Financial,Canada,3000000000.0,871500000.0,19300000000.0,2800000000.0
Logitech International,Switzerland,4300000000.0,610800000.0,3600000000.0,14000000000.0
Navient,United States,5000000000.0,190000000.0,59000000000.0,1700000000.0
Grupo Comercial Chedraui SAB de CV Class B,Mexico,15200000000.0,462500000.0,8700000000.0,7200000000.0
NH Investment & Securities,South Korea,1900000000.0,453000000.0,43600000000.0,3300000000.0
Liberty Media Corporation Series A Liberty Formula One,United States,3400000000.0,371000000.0,10600000000.0,28300000000.0
Hertz Global Holdings,United States,9400000000.0,234000000.0,24300000000.0,786000000.0
MicroStrategy,United States,490000000.0,-85200000.0,6400000000.0,28100000000.0
Fibra Uno,Mexico,1500000000.0,803900000.0,20400000000.0,5900000000.0
Novatek Microelectronics Corp.,Taiwan,3500000000.0,746400000.0,3400000000.0,11400000000.0
Redeia Corporacion,Spain,2200000000.0,745600000.0,16000000000.0,9800000000.0
Samvardhana Motherson International,India,11400000000.0,241900000.0,9400000000.0,10500000000.0
Nomura Research Institute,Japan,5100000000.0,550800000.0,6100000000.0,15900000000.0
Align Technology,United States,3900000000.0,462300000.0,6200000000.0,20400000000.0
Bureau Veritas,France,6300000000.0,544600000.0,7300000000.0,13600000000.0
Essex Property Trust,United States,1700000000.0,525000000.0,12900000000.0,17100000000.000002
JA Solar Technology,China,10700000000.0,554300000.0,15200000000.0,6500000000.0
Bluescope Steel,Australia,11500000000.0,563900000.0,10400000000.0,6300000000.0
Henry Schein,United States,12500000000.0,388000000.0,10100000000.0,9600000000.0
Deutsche Pfandbriefbank,Germany,3100000000.0,73500000.0,56200000000.0,837000000.0
Hera,Italy,13600000000.0,423000000.0,16000000000.0,5400000000.0
Harel Insurance Investments & Financial Services,Israel,6700000000.0,131500000.0,38700000000.0,1900000000.0
KakaoBank,South Korea,2000000000.0,276000000.0,44900000000.0,8300000000.000001
Pinnacle West,United States,4700000000.0,521700000.00000006,24800000000.0,8900000000.0
Founder Securities,China,1300000000.0,332000000.0,31900000000.0,9900000000.0
Tongling Nonferrous Metals,China,18900000000.0,351100000.0,11400000000.0,7200000000.0
Weihai City Commercial Bank,China,2500000000.0,244000000.0,55300000000.0,2100000000.0
Bharat Electronics Limited,India,2200000000.0,432200000.0,4400000000.0,21800000000.0
Ricoh,Japan,16200000000.0,305500000.0,15100000000.0,4900000000.0
Xiamen Bank,China,1900000000.0,375800000.0,54400000000.0,2100000000.0
MongoDB,United States,1700000000.0,-176600000.0,2900000000.0,27000000000.0
Phoenix Holdings,Israel,6400000000.0,210800000.0,43300000000.0,2500000000.0
Bank Of Gansu,China,2100000000.0,91600000.0,54800000000.0,676000000.0
Cosan,Brazil,7900000000.0,219100000.0,28800000000.0,5200000000.0
Zscaler,United States,1900000000.0,-138700000.0,3900000000.0,26800000000.0
Bank Muscat,Oman,2200000000.0,499500000.0,36400000000.0,5100000000.0
Manpower,United States,18600000000.0,50700000.0,8500000000.0,3700000000.0
Diebold Nixdorf,Germany,3800000000.0,1500000000.0,3900000000.0,3600000000.0
Clorox,United States,7200000000.0,240000000.0,5800000000.0,16800000000.0
Metalurgica Gerdau,Brazil,13400000000.0,435900000.0,15400000000.0,2300000000.0
Snap,United States,4800000000.0,-1300000000.0,7200000000.0,26500000000.0
TopBuild,United States,5200000000.0,630800000.0,5300000000.0,12900000000.0
Dentsu,Japan,9200000000.0,-117800000.0,23900000000.0,7000000000.0
Orient Securities,China,2600000000.0,355200000.0,54100000000.0,3900000000.0
CSPC Pharmaceutical Group,China,4400000000.0,829700000.0,6500000000.0,10100000000.0
LS Corp,South Korea,18400000000.0,301200000.0,13600000000.0,3400000000.0
Central Bank of India,India,4300000000.0,322200000.0,53700000000.0,6400000000.0
Yara International,Norway,14600000000.0,-34900000.0,15700000000.0,7700000000.0
Bank of Maharashtra,India,2800000000.0,491800000.0,36800000000.0,5500000000.0
Shimizu,Japan,13900000000.0,118700000.0,16800000000.0,4000000000.0
Healthpeak Properties,United States,2300000000.0,193100000.0,20500000000.0,14000000000.0
Kawasaki Heavy Industries,Japan,12800000000.0,175500000.0,17700000000.0,5900000000.0
Tradeweb Markets,United States,1400000000.0,402700000.0,7400000000.0,24000000000.0
Hyakugo Bank,Japan,799000000.0,98800000.0,53500000000.0,1000000000.0
Indus Towers,India,3500000000.0,729100000.0,6700000000.0,11100000000.0
Kesko,Finland,12700000000.0,512000000.0,8800000000.0,7400000000.0
China Power International Development,Hong Kong,6200000000.0,378000000.0,43100000000.0,5500000000.0
Kakao,South Korea,5900000000.0,-770100000.0,19100000000.0,15000000000.0
Trelleborg Group,Sweden,3200000000.0,913900000.0,5600000000.0,9300000000.0
Steel Authority of India,India,12900000000.0,375300000.0,15600000000.0,8300000000.000001
CAPITEC,South Africa,2900000000.0,565400000.0,10800000000.0,14500000000.0
First Quantum Minerals,Canada,5900000000.0,-1200000000.0,23500000000.0,11800000000.0
Almarai,Saudi Arabia,5300000000.0,561600000.0,9300000000.0,14600000000.0
Aurubis,Germany,17900000000.0,127800000.0,8300000000.000001,3700000000.0
Banque Centrale Populaire,Morocco,2900000000.0,343000000.0,52700000000.0,6000000000.0
Nexi S.p.A.,Italy,6400000000.0,-1100000000.0,29100000000.0,9000000000.0
Enstar Group,Bermuda,1000000000.0,813000000.0,19400000000.0,4700000000.0
Shiga Bank,Japan,805000000.0,110200000.0,52700000000.0,1200000000.0
Tryg,Denmark,6000000000.0,541500000.0,15700000000.0,12400000000.0
Erie Indemnity,United States,3400000000.0,484400000.0,2600000000.0,18500000000.0
Ramsay Health Care,Australia,10600000000.0,572300000.0,14100000000.0,7600000000.0
Var Energi ASA,Norway,6700000000.0,506600000.0,22100000000.0,8300000000.000001
Viva Energy Group,Australia,17800000000.0,2500000.0,6600000000.0,3600000000.0
United Bank for Africa,Nigeria,2800000000.0,806900000.0,19400000000.0,501000000.0
Zall Smart Commerce Group,China,17600000000.0,7200000.0,9000000000.0,598000000.0
Federal Bank,India,3200000000.0,468700000.0,38100000000.0,4800000000.0
Cloudflare,United States,1400000000.0,-181400000.0,2800000000.0,25600000000.0
MBH Bank Plc.,Hungary,3900000000.0,519000000.0,32100000000.0,6800000000.0
PVH,United States,9200000000.0,663600000.0,11200000000.0,6600000000.0
Aareal Bank,Germany,3100000000.0,45400000.0,51700000000.0,2200000000.0
Kohl's,United States,17500000000.0,317000000.0,14000000000.0,2900000000.0
Samsung Securities,South Korea,2500000000.0,415100000.0,44700000000.0,2500000000.0
Momentum Metropolitan Holdings,South Africa,6800000000.0,223700000.0,35600000000.0,1600000000.0
Jinshang Bank,China,1900000000.0,283100000.0,51000000000.0,1000000000.0
Take-Two Interactive Software,United States,5300000000.0,-3700000000.0,12200000000.0,25200000000.0
DLF,India,776000000.0,329400000.0,7200000000.0,25200000000.0
Johnson Matthey,United Kingdom,17300000000.0,216900000.0,7900000000.0,4300000000.0
Aozora Bank,Japan,1500000000.0,-345100000.0,50200000000.0,1800000000.0
Guangzhou Baiyunshan Pharmaceutical Holdings,China,10700000000.0,572800000.0,10900000000.0,4900000000.0
Teradyne,United States,2600000000.0,429400000.0,3400000000.0,20600000000.0
Mercuries & Associates,Taiwan,3900000000.0,-26000000.0,50000000000.0,549000000.0
Rentokil Initial,United Kingdom,6700000000.0,473600000.0,14200000000.0,13500000000.0
Juroku  Financial Group,Japan,870000000.0,133600000.0,49800000000.0,1100000000.0
Franco-Nevada,Canada,1200000000.0,-489800000.0,6100000000.0,24700000000.0
Daito Trust Construction,Japan,12000000000.0,516500000.0,7100000000.0,6900000000.0
nVent Electric,United Kingdom,3400000000.0,578400000.0,6200000000.0,13300000000.0
Banco Davivienda ,Colombia,6000000000.0,-223800000.0,45600000000.0,2800000000.0
Digital China Group,China,17000000000.0,167000000.0,6200000000.0,2800000000.0
Informa plc,United Kingdom,4000000000.0,520799999.99999994,14700000000.0,14600000000.0
Jiangxi Zhengbang Technology,China,857000000.0,1300000000.0,2500000000.0,3700000000.0
Seagate Technology,Ireland,6300000000.0,-270000000.0,7100000000.0,20000000000.0
Dr. Reddy's Laboratories,India,3400000000.0,672600000.0,4600000000.0,11600000000.0
Avantor,United States,6900000000.0,260000000.0,12800000000.0,17000000000.0
St. Galler Kantonalbank,Switzerland,1100000000.0,230600000.0,49100000000.0,3000000000.0
Essential Utilities,United States,1900000000.0,572600000.0,17100000000.000002,10900000000.0
Hanwa,Japan,16800000000.0,265700000.0,7700000000.0,1700000000.0
Yunnan Baiyao Group,China,5500000000.0,596500000.0,7900000000.0,12900000000.0
Bank of Cyprus Holdings,Cyprus,1500000000.0,569500000.0,26900000000.0,2100000000.0
San-In Godo Bank,Japan,777000000.0,116200000.0,48600000000.0,1400000000.0
China Fortune Land Development,China,4099999999.9999995,-1200000000.0,48300000000.0,775000000.0
Teleperformance,France,9000000000.0,650800000.0,13000000000.0,7000000000.0
Inventec,Taiwan,16700000000.0,201700000.0,7900000000.0,6000000000.0
OneMain Holdings,United States,5400000000.0,617000000.0,23900000000.0,6000000000.0
Organon,United States,6300000000.0,1000000000.0,11900000000.0,5600000000.0
FactSet Research Systems,United States,2200000000.0,489200000.0,4000000000.0,17100000000.000002
Varun Beverages,India,2000000000.0,261399999.99999997,1800000000.0,23600000000.0
Steris,Ireland,5400000000.0,378200000.0,11100000000.0,23000000000.0
NIO,China,7800000000.0,-3000000000.0,16600000000.000002,11100000000.0
Open House,Japan,8400000000.0,688100000.0,8700000000.0,3500000000.0
TFI International,Canada,7500000000.0,485800000.0,6900000000.0,11300000000.0
BEKB-BCBE,Switzerland,818000000.0,194600000.0,47600000000.0,2600000000.0
Sabesp,Brazil,5400000000.0,729400000.0,13300000000.0,10500000000.0
Scentre Group,Australia,1700000000.0,116100000.0,24300000000.0,11100000000.0
IHH Healthcare,Malaysia,4600000000.0,647100000.0,11200000000.0,11800000000.0
Tokyo Kiraboshi Financial Group,Japan,840000000.0,177400000.0,47500000000.0,848000000.0
Shanxi Xishan Coal & Electricity Power Co. Ltd.,China,6800000000.0,732400000.0,12800000000.0,8500000000.0
Wharf (Holdings),Hong Kong,2400000000.0,120700000.0,26200000000.0,10500000000.0
Cameco,Canada,1900000000.0,174100000.0,7000000000.0,23000000000.0
CVR Energy,United States,8800000000.0,656000000.0,4099999999.9999995,3000000000.0
Guangzhou R&F,China,5000000000.0,-2800000000.0,47200000000.0,640000000.0
Suzuken,Japan,16500000000.0,200700000.0,8100000000.0,2300000000.0
Logan Property Holdings,China,6700000000.0,-1200000000.0,35000000000.0,588000000.0
Schibsted ASA,Norway,1500000000.0,1300000000.0,5400000000.0,7400000000.0
Taylor Morrison Home,United States,7500000000.0,768100000.0,8900000000.0,6400000000.0
Barry Callebaut,Switzerland,9200000000.0,480900000.0,9700000000.0,9500000000.0
NIPPON EXPRESS HOLDINGS,Japan,15800000000.0,169800000.0,14400000000.0,4200000000.0
FMC,United States,4099999999.9999995,1100000000.0,12000000000.0,8000000000.0
Ralph Lauren,United States,6600000000.0,587900000.0,7000000000.0,10700000000.0
ALFA,Mexico,16399999999.999998,-629200000.0,12800000000.0,3600000000.0
Commercial Metals,United States,8400000000.0,680300000.0,6700000000.0,6700000000.0
Taisei,Japan,12200000000.0,278500000.0,17100000000.000002,6600000000.0
Hologic,United States,4000000000.0,466500000.0,8700000000.0,17500000000.0
Signet Jewelers,Bermuda,7200000000.0,810400000.0,6800000000.0,4400000000.0
Inner Mongolia Yitai Coal,China,6800000000.0,879900000.0,12300000000.0,6200000000.0
Masraf Al Rayan,Qatar,1600000000.0,391900000.0,43800000000.0,6200000000.0
Saputo,Canada,12800000000.0,246000000.0,10600000000.0,8700000000.0
Samsara,United States,937000000.0,-286700000.0,1700000000.0,22500000000.0
China Gas Holdings,Hong Kong,10900000000.0,365700000.0,19100000000.0,5500000000.0
Delek US Holdings,United States,16200000000.0,-77100000.0,7200000000.0,1800000000.0
EFG International,Switzerland,2700000000.0,337400000.0,45800000000.0,3900000000.0
Zhangzhou Pientzehuang Pharmaceutical,China,1500000000.0,418600000.0,2500000000.0,19800000000.0
Sumec Corporation,China,16100000000.000002,145400000.0,7800000000.0,1500000000.0
Ipsen,France,3400000000.0,696700000.0,7000000000.0,10900000000.0
Manila Electric,Philippines,7900000000.0,707200000.0,10800000000.0,7300000000.0
Public Power,Greece,8800000000.0,413600000.0,21200000000.0,4800000000.0
Cholamandalam Investment and Finance,India,2300000000.0,413100000.0,18800000000.0,13000000000.0
Yunnan Yuntianhua,China,9200000000.0,614900000.0,7500000000.0,5400000000.0
PTC,United States,2200000000.0,287800000.0,6200000000.0,22100000000.0
UMB Financial,United States,2500000000.0,367800000.0,45300000000.0,4200000000.0
arGEN-X,Netherlands,1200000000.0,-295000000.0,4500000000.0,22000000000.0
Sharp,Japan,16100000000.000002,-1000000000.0,10500000000.0,3400000000.0
Kyndryl Holdings,United States,16100000000.000002,-340000000.0,11000000000.0,6400000000.0
Lotte,South Korea,11700000000.0,-68000000.0,17500000000.0,1400000000.0
Aichi Financial Group,Japan,587000000.0,57400000.0,45100000000.0,838000000.0
A.O. Smith,United States,3900000000.0,577300000.0,3200000000.0,12600000000.0
NMDC,India,2500000000.0,779000000.0,3900000000.0,9700000000.0
AltaGas,Canada,9300000000.0,470100000.0,17700000000.0,6700000000.0
Cogent Communications,United States,1100000000.0,1200000000.0,3100000000.0,2900000000.0
Axon Enterprise,United States,1700000000.0,262300000.0,3600000000.0,21800000000.0
Nanto Bank,Japan,571000000.0,83200000.0,44800000000.0,685000000.0
Aier Eye Hospital Group,China,2900000000.0,484900000.0,4300000000.0,16500000000.0
XPO,United States,7900000000.0,242000000.0,7600000000.0,12800000000.0
Toho Bank,Japan,399000000.0,36300000.0,44700000000.0,602000000.0
Wisetech Global,Australia,623000000.0,147000000.0,1900000000.0,21700000000.0
Celsius Holdings,United States,1400000000.0,263399999.99999997,1600000000.0,21700000000.0
Clal Insurance Enterprises ,Israel,5400000000.0,59700000.0,44400000000.0,1300000000.0
Buzzi Unicem,Italy,4700000000.0,1000000000.0,8400000000.0,8100000000.0
Canadian Tire Corporation,Canada,12200000000.0,209300000.0,16600000000.000002,5900000000.0
Ingredion,United States,7900000000.0,668000000.0,7300000000.0,7900000000.0
Ogaki Kyoritsu Bank,Japan,601000000.0,65500000.0,43900000000.0,569000000.0
Euronav,Belgium,1100000000.0,1200000000.0,3700000000.0,4000000000.0
Saudi Investment Bank,Saudi Arabia,2300000000.0,434700000.0,36400000000.0,4400000000.0
Nordson,United States,2700000000.0,492800000.0,5200000000.0,15500000000.0
H World Group,China,3200000000.0,523600000.0,8500000000.0,14000000000.0
Straumann Holding,Switzerland,2700000000.0,273800000.0,4000000000.0,21300000000.0
Ningbo Jintian Copper (Group),China,15500000000.0,76900000.0,3600000000.0,1300000000.0
Abb India,India,1300000000.0,175900000.0,1300000000.0,21300000000.0
China Merchants Energy Shipping,China,3700000000.0,709900000.0,8800000000.0,10300000000.0
Fluor,United States,15500000000.0,304000000.0,6700000000.0,6600000000.0
AmBank Group,Malaysia,1800000000.0,387700000.0,42200000000.0,3000000000.0
Equatorial Energia,Brazil,8199999999.999999,444100000.0,20100000000.0,7000000000.0
Uniqa,Austria,6700000000.0,327200000.0,31600000000.0,2800000000.0
Delivery Hero,Germany,10700000000.0,-2500000000.0,11900000000.0,9800000000.0
Kimco Realty,United States,1900000000.0,350700000.0,19500000000.0,13000000000.0
Puig Brands,Spain,4700000000.0,503000000.0,8500000000.0,14800000000.0
Zhejiang Construction Investment Group,China,12500000000.0,36000000.0,16100000000.000002,1400000000.0
Keiyo Bank,Japan,474000000.0,75200000.0,43300000000.0,634000000.0
Sun Communities,United States,3300000000.0,153100000.0,17100000000.000002,15200000000.0
Roblox,United States,2900000000.0,-1200000000.0,6300000000.0,21100000000.0
China Merchants Port Group,China,2200000000.0,524100000.0,27500000000.0,6700000000.0
DraftKings,United States,4099999999.9999995,-547600000.0,3800000000.0,21100000000.0
Guangdong Construction Engineering Group,China,10900000000.0,208800000.0,18100000000.0,2300000000.0
Angang Steel,China,15200000000.0,-665100000.0,13600000000.0,1800000000.0
Sichuan Chuantou Energy,China,201000000.0,632700000.0,8600000000.0,11300000000.0
Vietnam Prosperity Joint-sock Commercial Bank,Vietnam,3900000000.0,460200000.0,33200000000.000004,6000000000.0
Adient,United States,15200000000.0,158000000.0,9300000000.0,2600000000.0
CapitaLand Investment,Singapore,2200000000.0,134800000.0,25900000000.0,10000000000.0
Shanxi Lu'an Environmental,China,5100000000.0,812800000.0,11600000000.0,9000000000.0
